department	shift_date	shift_type	staff_subclass	required_staff_count
Επείγοντα	2026-05-09	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Επείγοντα	2026-05-09	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Επείγοντα	2026-05-09	Πρωινή	Διοικητικοί - Γραμματέας	1
Επείγοντα	2026-05-09	Πρωινή	Διοικητικοί - Λογιστής	1
Επείγοντα	2026-05-09	Πρωινή	Ιατροί - Νεφρολογία	1
Επείγοντα	2026-05-09	Πρωινή	Ιατροί - Ογκολογία	1
Επείγοντα	2026-05-09	Πρωινή	Ιατροί - Πνευμονολογία	1
Επείγοντα	2026-05-09	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Επείγοντα	2026-05-09	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Επείγοντα	2026-05-09	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Επείγοντα	2026-05-10	Απογευματινή	Διοικητικοί - Γραμματέας	1
Επείγοντα	2026-05-10	Απογευματινή	Διοικητικοί - Λογιστής	1
Επείγοντα	2026-05-10	Απογευματινή	Ιατροί - Νεφρολογία	1
Επείγοντα	2026-05-10	Απογευματινή	Ιατροί - Ογκολογία	1
Επείγοντα	2026-05-10	Απογευματινή	Ιατροί - Πνευμονολογία	1
Επείγοντα	2026-05-10	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Επείγοντα	2026-05-10	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Επείγοντα	2026-05-10	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Επείγοντα	2026-05-10	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Επείγοντα	2026-05-10	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Επείγοντα	2026-05-10	Νυχτερινή	Ιατροί - Νεφρολογία	1
Επείγοντα	2026-05-10	Νυχτερινή	Ιατροί - Ογκολογία	1
Επείγοντα	2026-05-10	Νυχτερινή	Ιατροί - Πνευμονολογία	1
Επείγοντα	2026-05-10	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Επείγοντα	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Επείγοντα	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Επείγοντα	2026-05-10	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Επείγοντα	2026-05-10	Πρωινή	Διοικητικοί - Υποδοχή	1
Επείγοντα	2026-05-10	Πρωινή	Ιατροί - Νεφρολογία	1
Επείγοντα	2026-05-10	Πρωινή	Ιατροί - Ογκολογία	1
Επείγοντα	2026-05-10	Πρωινή	Ιατροί - Πνευμονολογία	1
Επείγοντα	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Επείγοντα	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Επείγοντα	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-04	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-04	Απογευματινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-04	Απογευματινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-04	Απογευματινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-04	Απογευματινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-04	Νυχτερινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-04	Νυχτερινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-04	Νυχτερινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-04	Πρωινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-04	Πρωινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-04	Πρωινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-04	Πρωινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-04	Πρωινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-04	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-04	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-04	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-05	Απογευματινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-05	Απογευματινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-05	Απογευματινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-05	Απογευματινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-05	Απογευματινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-05	Νυχτερινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-05	Νυχτερινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-05	Νυχτερινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-05	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-05	Πρωινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-05	Πρωινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-05	Πρωινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-05	Πρωινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-06	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-06	Απογευματινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-06	Απογευματινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-06	Απογευματινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-06	Απογευματινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-06	Νυχτερινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-06	Νυχτερινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-06	Νυχτερινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-06	Πρωινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-06	Πρωινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-06	Πρωινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-06	Πρωινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-06	Πρωινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-07	Απογευματινή	Διοικητικοί - Γραμματέας	1
Καρδιολογία	2026-05-07	Απογευματινή	Διοικητικοί - Λογιστής	1
Καρδιολογία	2026-05-07	Απογευματινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-07	Απογευματινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-07	Απογευματινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-07	Νυχτερινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-07	Νυχτερινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-07	Νυχτερινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-07	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-07	Πρωινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-07	Πρωινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-07	Πρωινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-07	Πρωινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-08	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Καρδιολογία	2026-05-08	Απογευματινή	Διοικητικοί - Υποδοχή	1
Καρδιολογία	2026-05-08	Απογευματινή	Ιατροί - Εντατικολογία	1
Καρδιολογία	2026-05-08	Απογευματινή	Ιατροί - Καρδιολογία	1
Καρδιολογία	2026-05-08	Απογευματινή	Ιατροί - Χειρουργική	1
Καρδιολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Καρδιολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Καρδιολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Καρδιολογία	2026-05-08	Νυχτερινή	Διοικητικοί - Γραμματέας	1
